Date,Port,Month,BDI,BDI_Inertia,Rain_Forecast,Wind_Forecast,Fog_Risk,Target_Delay
2022-03-08,Zhanjiang,3,2352.0,1837.2,203.2,33.0,0.09,12.5
2022-03-08,Guangzhou,3,2352.0,1837.2,179.6,26.0,0.0,11.59
2022-03-08,Krishnapatnam,3,2352.0,1837.2,163.6,18.3,0.0,16.39
2022-03-08,Mangalore,3,2352.0,1837.2,616.7,22.6,0.0,16.15
2022-03-08,Gwangyang,3,2352.0,1837.2,84.9,17.1,0.0,1.59
2022-03-08,Teluk Rubiah,3,2352.0,1837.2,37.6,21.4,0.0,1.93
2022-03-09,Ponta da Madeira,3,2558.0,1843.2,457.8,7.8,0.0,16.3
2022-03-09,Tubarao,3,2558.0,1843.2,13.3,7.8,0.0,2.95
2022-03-09,Itaguai,3,2558.0,1843.2,156.9,13.4,0.0,14.73
2022-03-09,Port Hedland,3,2558.0,1843.2,87.6,33.8,0.0,3.53
2022-03-09,Dampier,3,2558.0,1843.2,71.7,19.6,0.0,2.44
2022-03-09,Saldanha Bay,3,2558.0,1843.2,42.3,22.7,0.13,1.55
2022-03-09,Taboneo,3,2558.0,1843.2,15.1,10.2,0.0,3.95
2022-03-09,Kamsar,3,2558.0,1843.2,61.7,8.6,0.0,8.28
2022-03-09,Vancouver,3,2558.0,1843.2,61.3,13.9,0.07,5.79
2022-03-09,Zhangjiagang,3,2558.0,1843.2,34.5,21.7,0.33,2.74
2022-03-09,Nantong,3,2558.0,1843.2,175.9,29.4,0.3,15.42
2022-03-09,Nanjing,3,2558.0,1843.2,199.8,9.5,0.37,6.52
2022-03-09,Jiangyin,3,2558.0,1843.2,145.8,19.6,0.33,8.75
2022-03-09,Caofeidian,3,2558.0,1843.2,6.5,19.9,0.3,4.85
2022-03-09,Tianjin,3,2558.0,1843.2,107.7,25.7,0.27,2.51
2022-03-09,Jingtang,3,2558.0,1843.2,87.5,30.3,0.3,2.9
2022-03-09,Qinhuangdao,3,2558.0,1843.2,108.2,23.7,0.3,2.1
2022-03-09,Dalian,3,2558.0,1843.2,20.3,30.2,0.27,4.65
2022-03-09,Yingkou,3,2558.0,1843.2,130.9,25.3,0.27,2.83
2022-03-09,Qingdao,3,2558.0,1843.2,74.2,13.4,0.27,5.61
2022-03-09,Rizhao,3,2558.0,1843.2,44.2,17.5,0.27,2.01
2022-03-09,Lianyungang,3,2558.0,1843.2,59.2,12.0,0.27,2.57
2022-03-09,Ningbo,3,2558.0,1843.2,206.2,14.3,0.15,6.13
2022-03-09,Zhoushan,3,2558.0,1843.2,104.8,32.1,0.15,5.3
2022-03-09,Fangcheng,3,2558.0,1843.2,113.5,13.9,0.0,7.52
2022-03-09,Zhanjiang,3,2558.0,1843.2,258.1,21.8,0.09,12.81
2022-03-09,Guangzhou,3,2558.0,1843.2,181.9,25.8,0.0,11.42
2022-03-09,Krishnapatnam,3,2558.0,1843.2,138.4,14.4,0.0,13.36
2022-03-09,Mangalore,3,2558.0,1843.2,398.6,29.4,0.0,16.67
2022-03-09,Gwangyang,3,2558.0,1843.2,49.2,18.8,0.0,1.73
2022-03-09,Teluk Rubiah,3,2558.0,1843.2,5.9,18.9,0.0,1.13
2022-03-10,Ponta da Madeira,3,2704.0,1852.2,362.9,14.2,0.0,16.44
2022-03-10,Tubarao,3,2704.0,1852.2,92.0,15.3,0.0,9.32
2022-03-10,Itaguai,3,2704.0,1852.2,120.2,10.4,0.0,12.88
2022-03-10,Port Hedland,3,2704.0,1852.2,38.3,13.8,0.0,1.95
2022-03-10,Dampier,3,2704.0,1852.2,64.7,19.3,0.0,1.79
2022-03-10,Saldanha Bay,3,2704.0,1852.2,19.7,39.0,0.13,3.13
2022-03-10,Taboneo,3,2704.0,1852.2,494.6,26.4,0.0,15.7
2022-03-10,Kamsar,3,2704.0,1852.2,49.0,11.1,0.0,6.12
2022-03-10,Vancouver,3,2704.0,1852.2,262.3,10.5,0.07,15.96
2022-03-10,Zhangjiagang,3,2704.0,1852.2,96.6,18.6,0.33,3.96
2022-03-10,Nantong,3,2704.0,1852.2,240.8,17.2,0.3,6.86
2022-03-10,Nanjing,3,2704.0,1852.2,116.0,14.1,0.37,7.75
2022-03-10,Jiangyin,3,2704.0,1852.2,70.8,12.1,0.33,3.19
2022-03-10,Caofeidian,3,2704.0,1852.2,83.8,30.0,0.3,2.54
2022-03-10,Tianjin,3,2704.0,1852.2,86.6,16.9,0.27,2.2
2022-03-10,Jingtang,3,2704.0,1852.2,68.6,21.4,0.3,5.44
2022-03-10,Qinhuangdao,3,2704.0,1852.2,124.0,27.1,0.3,2.44
2022-03-10,Dalian,3,2704.0,1852.2,21.6,33.5,0.27,2.46
2022-03-10,Yingkou,3,2704.0,1852.2,47.4,29.9,0.27,2.36
2022-03-10,Qingdao,3,2704.0,1852.2,109.5,28.3,0.27,3.65
2022-03-10,Rizhao,3,2704.0,1852.2,68.5,11.8,0.27,2.69
2022-03-10,Lianyungang,3,2704.0,1852.2,29.2,17.6,0.27,2.1
2022-03-10,Ningbo,3,2704.0,1852.2,177.0,21.1,0.15,7.1
2022-03-10,Zhoushan,3,2704.0,1852.2,253.7,13.9,0.15,8.0
2022-03-10,Fangcheng,3,2704.0,1852.2,55.2,10.3,0.0,4.02
2022-03-10,Zhanjiang,3,2704.0,1852.2,204.0,18.1,0.09,9.95
2022-03-10,Guangzhou,3,2704.0,1852.2,243.3,20.8,0.0,16.26
2022-03-10,Krishnapatnam,3,2704.0,1852.2,50.0,21.4,0.0,7.39
2022-03-10,Mangalore,3,2704.0,1852.2,605.8,13.5,0.0,16.22
2022-03-10,Gwangyang,3,2704.0,1852.2,104.0,22.2,0.0,2.2
2022-03-10,Teluk Rubiah,3,2704.0,1852.2,66.8,23.1,0.0,2.92
2022-03-11,Ponta da Madeira,3,2718.0,1861.8,243.9,19.2,0.0,16.74
2022-03-11,Tubarao,3,2718.0,1861.8,247.1,21.0,0.0,16.19
2022-03-11,Itaguai,3,2718.0,1861.8,2.2,11.5,0.0,1.42
2022-03-11,Port Hedland,3,2718.0,1861.8,100.3,18.8,0.0,2.61
2022-03-11,Dampier,3,2718.0,1861.8,65.9,16.4,0.0,2.36
2022-03-11,Saldanha Bay,3,2718.0,1861.8,40.2,18.1,0.13,2.01
2022-03-11,Taboneo,3,2718.0,1861.8,221.6,6.9,0.0,16.41
2022-03-11,Kamsar,3,2718.0,1861.8,199.3,13.7,0.0,16.09
2022-03-11,Vancouver,3,2718.0,1861.8,309.8,10.5,0.07,16.36
2022-03-11,Zhangjiagang,3,2718.0,1861.8,70.2,18.2,0.33,3.63
2022-03-11,Nantong,3,2718.0,1861.8,21.0,15.2,0.3,2.53
2022-03-11,Nanjing,3,2718.0,1861.8,65.1,11.8,0.37,3.47
2022-03-11,Jiangyin,3,2718.0,1861.8,18.2,22.9,0.33,2.13
2022-03-11,Caofeidian,3,2718.0,1861.8,53.0,24.1,0.3,5.34
2022-03-11,Tianjin,3,2718.0,1861.8,147.2,11.7,0.27,2.24
2022-03-11,Jingtang,3,2718.0,1861.8,103.1,25.2,0.3,2.54
2022-03-11,Qinhuangdao,3,2718.0,1861.8,54.6,32.6,0.3,2.12
2022-03-11,Dalian,3,2718.0,1861.8,25.5,19.7,0.27,1.57
2022-03-11,Yingkou,3,2718.0,1861.8,78.2,36.3,0.27,2.62
2022-03-11,Qingdao,3,2718.0,1861.8,7.7,13.1,0.27,2.13
2022-03-11,Rizhao,3,2718.0,1861.8,27.4,20.3,0.27,2.07
2022-03-11,Lianyungang,3,2718.0,1861.8,44.4,32.5,0.27,4.38
2022-03-11,Ningbo,3,2718.0,1861.8,105.6,26.9,0.15,7.32
2022-03-11,Zhoushan,3,2718.0,1861.8,6.5,27.5,0.15,2.55
2022-03-11,Fangcheng,3,2718.0,1861.8,118.1,29.1,0.0,7.94
2022-03-11,Zhanjiang,3,2718.0,1861.8,291.5,15.6,0.09,14.18
2022-03-11,Guangzhou,3,2718.0,1861.8,259.6,10.8,0.0,13.11
2022-03-11,Krishnapatnam,3,2718.0,1861.8,18.0,18.9,0.0,3.08
2022-03-11,Mangalore,3,2718.0,1861.8,621.8,28.0,0.0,16.07
2022-03-11,Gwangyang,3,2718.0,1861.8,7.6,7.1,0.0,1.48
2022-03-11,Teluk Rubiah,3,2718.0,1861.8,1.2,11.7,0.0,1.6
2022-03-14,Ponta da Madeira,3,2727.0,1871.8,458.1,20.5,0.0,16.38
2022-03-14,Tubarao,3,2727.0,1871.8,185.8,11.8,0.0,16.57
2022-03-14,Itaguai,3,2727.0,1871.8,238.8,16.3,0.0,16.07
2022-03-14,Port Hedland,3,2727.0,1871.8,78.7,14.3,0.0,2.2
2022-03-14,Dampier,3,2727.0,1871.8,64.7,13.7,0.0,2.13
2022-03-14,Saldanha Bay,3,2727.0,1871.8,37.0,20.0,0.13,1.51
2022-03-14,Taboneo,3,2727.0,1871.8,329.4,21.8,0.0,16.04
2022-03-14,Kamsar,3,2727.0,1871.8,58.8,6.8,0.0,7.37
2022-03-14,Vancouver,3,2727.0,1871.8,199.4,10.2,0.07,16.95
2022-03-14,Zhangjiagang,3,2727.0,1871.8,14.7,17.1,0.33,5.17
2022-03-14,Nantong,3,2727.0,1871.8,102.9,18.5,0.3,4.12
2022-03-14,Nanjing,3,2727.0,1871.8,55.0,17.4,0.37,3.22
2022-03-14,Jiangyin,3,2727.0,1871.8,75.5,9.0,0.33,6.51
2022-03-14,Caofeidian,3,2727.0,1871.8,52.1,15.5,0.3,4.92
2022-03-14,Tianjin,3,2727.0,1871.8,74.3,18.7,0.27,4.89
2022-03-14,Jingtang,3,2727.0,1871.8,81.5,18.3,0.3,1.85
2022-03-14,Qinhuangdao,3,2727.0,1871.8,132.5,19.2,0.3,2.28
2022-03-14,Dalian,3,2727.0,1871.8,146.8,39.5,0.27,5.38
2022-03-14,Yingkou,3,2727.0,1871.8,13.6,19.7,0.27,1.63
2022-03-14,Qingdao,3,2727.0,1871.8,67.4,31.3,0.27,5.53
2022-03-14,Rizhao,3,2727.0,1871.8,97.2,27.0,0.27,2.83
2022-03-14,Lianyungang,3,2727.0,1871.8,76.0,11.5,0.27,2.37
2022-03-14,Ningbo,3,2727.0,1871.8,115.9,28.5,0.15,5.8
2022-03-14,Zhoushan,3,2727.0,1871.8,23.5,19.6,0.15,4.72
2022-03-14,Fangcheng,3,2727.0,1871.8,352.8,21.7,0.0,16.18
2022-03-14,Zhanjiang,3,2727.0,1871.8,260.5,26.3,0.09,13.11
2022-03-14,Guangzhou,3,2727.0,1871.8,356.7,14.9,0.0,16.85
2022-03-14,Krishnapatnam,3,2727.0,1871.8,13.2,17.4,0.0,2.74
2022-03-14,Mangalore,3,2727.0,1871.8,450.7,28.4,0.0,16.36
2022-03-14,Gwangyang,3,2727.0,1871.8,11.5,9.4,0.0,1.62
2022-03-14,Teluk Rubiah,3,2727.0,1871.8,1.8,11.4,0.0,1.31
2022-03-15,Ponta da Madeira,3,2689.0,1883.7,130.5,9.1,0.0,13.21
2022-03-15,Tubarao,3,2689.0,1883.7,255.3,12.4,0.0,16.21
2022-03-15,Itaguai,3,2689.0,1883.7,316.2,9.3,0.0,16.34
2022-03-15,Port Hedland,3,2689.0,1883.7,88.9,11.9,0.0,2.58
2022-03-15,Dampier,3,2689.0,1883.7,70.8,21.7,0.0,2.95
2022-03-15,Saldanha Bay,3,2689.0,1883.7,35.3,15.8,0.13,2.4
2022-03-15,Taboneo,3,2689.0,1883.7,22.4,16.8,0.0,4.55
2022-03-15,Kamsar,3,2689.0,1883.7,5.2,18.5,0.0,1.68
2022-03-15,Vancouver,3,2689.0,1883.7,268.9,10.1,0.07,16.03
2022-03-15,Zhangjiagang,3,2689.0,1883.7,78.2,27.6,0.33,7.29
2022-03-15,Nantong,3,2689.0,1883.7,145.3,14.5,0.3,6.19
2022-03-15,Nanjing,3,2689.0,1883.7,96.0,12.8,0.37,3.69
2022-03-15,Jiangyin,3,2689.0,1883.7,44.6,7.2,0.33,2.74
2022-03-15,Caofeidian,3,2689.0,1883.7,25.6,35.6,0.3,1.97
2022-03-15,Tianjin,3,2689.0,1883.7,128.7,15.4,0.27,2.31
2022-03-15,Jingtang,3,2689.0,1883.7,65.4,22.0,0.3,5.64
2022-03-15,Qinhuangdao,3,2689.0,1883.7,104.7,30.3,0.3,2.74
2022-03-15,Dalian,3,2689.0,1883.7,108.2,29.6,0.27,2.41
2022-03-15,Yingkou,3,2689.0,1883.7,66.6,29.1,0.27,2.51
2022-03-15,Qingdao,3,2689.0,1883.7,119.7,22.9,0.27,3.4
2022-03-15,Rizhao,3,2689.0,1883.7,89.4,18.4,0.27,2.69
2022-03-15,Lianyungang,3,2689.0,1883.7,19.5,23.7,0.27,4.05
2022-03-15,Ningbo,3,2689.0,1883.7,49.2,24.7,0.15,3.84
2022-03-15,Zhoushan,3,2689.0,1883.7,152.0,21.5,0.15,6.71
2022-03-15,Fangcheng,3,2689.0,1883.7,318.2,14.9,0.0,15.99
2022-03-15,Zhanjiang,3,2689.0,1883.7,84.9,25.6,0.09,7.27
2022-03-15,Guangzhou,3,2689.0,1883.7,282.7,17.9,0.0,16.83
2022-03-15,Krishnapatnam,3,2689.0,1883.7,212.5,22.0,0.0,16.19
2022-03-15,Mangalore,3,2689.0,1883.7,416.6,22.4,0.0,16.08
2022-03-15,Gwangyang,3,2689.0,1883.7,103.9,15.9,0.0,1.93
2022-03-15,Teluk Rubiah,3,2689.0,1883.7,84.1,23.2,0.0,3.4
2022-03-16,Ponta da Madeira,3,2591.0,1896.3,400.7,8.7,0.0,16.57
2022-03-16,Tubarao,3,2591.0,1896.3,38.8,21.4,0.0,5.45
2022-03-16,Itaguai,3,2591.0,1896.3,128.9,6.9,0.0,11.63
2022-03-16,Port Hedland,3,2591.0,1896.3,29.8,34.2,0.0,2.44
2022-03-16,Dampier,3,2591.0,1896.3,65.9,14.2,0.0,2.06
2022-03-16,Saldanha Bay,3,2591.0,1896.3,9.1,27.3,0.13,1.67
2022-03-16,Taboneo,3,2591.0,1896.3,307.8,8.8,0.0,15.96
2022-03-16,Kamsar,3,2591.0,1896.3,397.0,16.7,0.0,16.04
2022-03-16,Vancouver,3,2591.0,1896.3,52.9,14.2,0.07,3.7
2022-03-16,Zhangjiagang,3,2591.0,1896.3,186.6,17.5,0.33,6.84
2022-03-16,Nantong,3,2591.0,1896.3,153.1,13.9,0.3,6.28
2022-03-16,Nanjing,3,2591.0,1896.3,5.6,16.0,0.37,1.62
2022-03-16,Jiangyin,3,2591.0,1896.3,84.3,24.1,0.33,7.26
2022-03-16,Caofeidian,3,2591.0,1896.3,57.2,34.4,0.3,2.42
2022-03-16,Tianjin,3,2591.0,1896.3,118.9,22.0,0.27,5.24
2022-03-16,Jingtang,3,2591.0,1896.3,57.0,29.3,0.3,2.76
2022-03-16,Qinhuangdao,3,2591.0,1896.3,76.2,11.1,0.3,4.44
2022-03-16,Dalian,3,2591.0,1896.3,123.3,17.2,0.27,5.24
2022-03-16,Yingkou,3,2591.0,1896.3,23.8,17.7,0.27,1.55
2022-03-16,Qingdao,3,2591.0,1896.3,108.7,12.5,0.27,3.53
2022-03-16,Rizhao,3,2591.0,1896.3,0.7,16.0,0.27,1.45
2022-03-16,Lianyungang,3,2591.0,1896.3,28.6,20.8,0.27,1.74
2022-03-16,Ningbo,3,2591.0,1896.3,90.1,23.5,0.15,4.71
2022-03-16,Zhoushan,3,2591.0,1896.3,65.4,29.4,0.15,3.81
2022-03-16,Fangcheng,3,2591.0,1896.3,280.2,15.5,0.0,16.24
2022-03-16,Zhanjiang,3,2591.0,1896.3,31.7,17.4,0.09,3.71
2022-03-16,Guangzhou,3,2591.0,1896.3,101.4,22.2,0.0,6.1
2022-03-16,Krishnapatnam,3,2591.0,1896.3,163.8,13.4,0.0,16.55
2022-03-16,Mangalore,3,2591.0,1896.3,402.6,20.3,0.0,15.82
2022-03-16,Gwangyang,3,2591.0,1896.3,10.2,14.6,0.0,1.41
2022-03-16,Teluk Rubiah,3,2591.0,1896.3,67.7,17.3,0.0,2.65
2022-03-17,Ponta da Madeira,3,2588.0,1912.2,185.1,13.1,0.0,16.37
2022-03-17,Tubarao,3,2588.0,1912.2,99.1,12.3,0.0,11.28
2022-03-17,Itaguai,3,2588.0,1912.2,78.9,7.9,0.0,8.04
2022-03-17,Port Hedland,3,2588.0,1912.2,76.1,14.3,0.0,2.69
2022-03-17,Dampier,3,2588.0,1912.2,94.5,20.8,0.0,2.79
2022-03-17,Saldanha Bay,3,2588.0,1912.2,65.3,33.8,0.13,2.74
2022-03-17,Taboneo,3,2588.0,1912.2,489.8,11.1,0.0,15.98
2022-03-17,Kamsar,3,2588.0,1912.2,286.7,11.8,0.0,16.68
2022-03-17,Vancouver,3,2588.0,1912.2,107.6,6.6,0.07,6.82
2022-03-17,Zhangjiagang,3,2588.0,1912.2,69.2,8.4,0.33,3.74
2022-03-17,Nantong,3,2588.0,1912.2,87.4,20.2,0.3,4.86
2022-03-17,Nanjing,3,2588.0,1912.2,103.5,8.4,0.37,4.1
2022-03-17,Jiangyin,3,2588.0,1912.2,27.4,11.8,0.33,5.41
2022-03-17,Caofeidian,3,2588.0,1912.2,17.0,18.5,0.3,1.96
2022-03-17,Tianjin,3,2588.0,1912.2,69.3,22.9,0.27,1.91
2022-03-17,Jingtang,3,2588.0,1912.2,37.3,16.3,0.3,5.03
2022-03-17,Qinhuangdao,3,2588.0,1912.2,13.6,38.6,0.3,4.62
2022-03-17,Dalian,3,2588.0,1912.2,108.2,16.6,0.27,2.51
2022-03-17,Yingkou,3,2588.0,1912.2,45.0,15.7,0.27,4.89
2022-03-17,Qingdao,3,2588.0,1912.2,138.7,23.7,0.27,3.65
2022-03-17,Rizhao,3,2588.0,1912.2,111.4,29.0,0.27,3.2
2022-03-17,Lianyungang,3,2588.0,1912.2,26.7,12.5,0.27,2.0
2022-03-17,Ningbo,3,2588.0,1912.2,50.5,8.4,0.15,3.55
2022-03-17,Zhoushan,3,2588.0,1912.2,117.9,21.4,0.15,5.47
2022-03-17,Fangcheng,3,2588.0,1912.2,218.3,28.7,0.0,14.86
2022-03-17,Zhanjiang,3,2588.0,1912.2,118.5,16.3,0.09,9.12
2022-03-17,Guangzhou,3,2588.0,1912.2,287.6,32.0,0.0,15.65
2022-03-17,Krishnapatnam,3,2588.0,1912.2,189.5,18.8,0.0,16.37
2022-03-17,Mangalore,3,2588.0,1912.2,623.9,32.5,0.0,16.27
2022-03-17,Gwangyang,3,2588.0,1912.2,92.9,24.6,0.0,1.98
2022-03-17,Teluk Rubiah,3,2588.0,1912.2,37.6,17.8,0.0,1.98
2022-03-18,Ponta da Madeira,3,2605.0,1930.8,254.2,10.3,0.0,16.21
2022-03-18,Tubarao,3,2605.0,1930.8,336.8,16.4,0.0,16.64
2022-03-18,Itaguai,3,2605.0,1930.8,76.9,9.8,0.0,8.53
2022-03-18,Port Hedland,3,2605.0,1930.8,82.3,19.2,0.0,2.47
2022-03-18,Dampier,3,2605.0,1930.8,54.2,36.1,0.0,2.4
2022-03-18,Saldanha Bay,3,2605.0,1930.8,26.4,38.3,0.13,3.48
2022-03-18,Taboneo,3,2605.0,1930.8,382.5,13.6,0.0,16.04
2022-03-18,Kamsar,3,2605.0,1930.8,305.1,8.6,0.0,16.14
2022-03-18,Vancouver,3,2605.0,1930.8,190.9,8.1,0.07,12.96
2022-03-18,Zhangjiagang,3,2605.0,1930.8,84.5,11.3,0.33,7.1
2022-03-18,Nantong,3,2605.0,1930.8,31.9,17.6,0.3,2.87
2022-03-18,Nanjing,3,2605.0,1930.8,43.7,10.2,0.37,5.94
2022-03-18,Jiangyin,3,2605.0,1930.8,84.0,17.2,0.33,3.84
2022-03-18,Caofeidian,3,2605.0,1930.8,132.4,13.2,0.3,5.41
2022-03-18,Tianjin,3,2605.0,1930.8,0.6,15.7,0.27,1.9
2022-03-18,Jingtang,3,2605.0,1930.8,6.5,20.1,0.3,2.51
2022-03-18,Qinhuangdao,3,2605.0,1930.8,24.2,15.3,0.3,1.86
2022-03-18,Dalian,3,2605.0,1930.8,124.4,28.8,0.27,2.26
2022-03-18,Yingkou,3,2605.0,1930.8,45.9,31.6,0.27,5.33
2022-03-18,Qingdao,3,2605.0,1930.8,90.4,26.5,0.27,3.18
2022-03-18,Rizhao,3,2605.0,1930.8,9.1,20.2,0.27,1.73
2022-03-18,Lianyungang,3,2605.0,1930.8,24.5,19.4,0.27,2.54
2022-03-18,Ningbo,3,2605.0,1930.8,156.8,22.3,0.15,5.68
2022-03-18,Zhoushan,3,2605.0,1930.8,94.1,8.7,0.15,4.44
2022-03-18,Fangcheng,3,2605.0,1930.8,205.0,24.3,0.0,11.73
2022-03-18,Zhanjiang,3,2605.0,1930.8,210.6,21.3,0.09,12.21
2022-03-18,Guangzhou,3,2605.0,1930.8,336.7,15.5,0.0,17.0
2022-03-18,Krishnapatnam,3,2605.0,1930.8,151.8,12.1,0.0,16.36
2022-03-18,Mangalore,3,2605.0,1930.8,411.4,16.6,0.0,16.16
2022-03-18,Gwangyang,3,2605.0,1930.8,81.6,16.0,0.0,2.09
2022-03-18,Teluk Rubiah,3,2605.0,1930.8,40.1,15.7,0.0,2.71
2022-03-21,Ponta da Madeira,3,2589.0,1949.9,216.6,24.5,0.0,16.51
2022-03-21,Tubarao,3,2589.0,1949.9,7.5,15.8,0.0,2.14
2022-03-21,Itaguai,3,2589.0,1949.9,155.1,13.9,0.0,15.0
2022-03-21,Port Hedland,3,2589.0,1949.9,88.4,23.2,0.0,3.25
2022-03-21,Dampier,3,2589.0,1949.9,76.6,25.0,0.0,2.49
2022-03-21,Saldanha Bay,3,2589.0,1949.9,58.1,32.6,0.13,3.08
2022-03-21,Taboneo,3,2589.0,1949.9,579.0,14.9,0.0,16.32
2022-03-21,Kamsar,3,2589.0,1949.9,167.1,18.1,0.0,15.9
2022-03-21,Vancouver,3,2589.0,1949.9,162.9,13.5,0.07,11.03
2022-03-21,Zhangjiagang,3,2589.0,1949.9,72.9,11.5,0.33,3.87
2022-03-21,Nantong,3,2589.0,1949.9,80.7,26.7,0.3,4.07
2022-03-21,Nanjing,3,2589.0,1949.9,183.6,7.8,0.37,5.74
2022-03-21,Jiangyin,3,2589.0,1949.9,49.2,22.3,0.33,3.05
2022-03-21,Caofeidian,3,2589.0,1949.9,114.2,38.2,0.3,6.19
2022-03-21,Tianjin,3,2589.0,1949.9,38.8,11.8,0.27,5.13
2022-03-21,Jingtang,3,2589.0,1949.9,77.5,15.7,0.3,2.62
2022-03-21,Qinhuangdao,3,2589.0,1949.9,57.6,10.8,0.3,4.79
2022-03-21,Dalian,3,2589.0,1949.9,53.7,30.3,0.27,2.8
2022-03-21,Yingkou,3,2589.0,1949.9,65.8,26.7,0.27,2.21
2022-03-21,Qingdao,3,2589.0,1949.9,122.9,26.2,0.27,3.69
2022-03-21,Rizhao,3,2589.0,1949.9,64.9,12.2,0.27,4.69
2022-03-21,Lianyungang,3,2589.0,1949.9,15.6,20.0,0.27,1.98
2022-03-21,Ningbo,3,2589.0,1949.9,141.2,25.7,0.15,7.64
2022-03-21,Zhoushan,3,2589.0,1949.9,261.5,27.1,0.15,7.8
2022-03-21,Fangcheng,3,2589.0,1949.9,223.9,8.9,0.0,14.77
2022-03-21,Zhanjiang,3,2589.0,1949.9,216.2,17.7,0.09,11.48
2022-03-21,Guangzhou,3,2589.0,1949.9,180.3,17.8,0.0,10.12
2022-03-21,Krishnapatnam,3,2589.0,1949.9,71.4,15.7,0.0,8.15
2022-03-21,Mangalore,3,2589.0,1949.9,324.7,30.4,0.0,16.72
2022-03-21,Gwangyang,3,2589.0,1949.9,22.6,8.7,0.0,1.73
2022-03-21,Teluk Rubiah,3,2589.0,1949.9,95.4,7.3,0.0,4.39
2022-03-22,Ponta da Madeira,3,2546.0,1970.0,526.9,24.4,0.0,16.74
2022-03-22,Tubarao,3,2546.0,1970.0,20.8,16.9,0.0,3.49
2022-03-22,Itaguai,3,2546.0,1970.0,21.3,20.0,0.0,3.38
2022-03-22,Port Hedland,3,2546.0,1970.0,53.4,21.8,0.0,1.89
2022-03-22,Dampier,3,2546.0,1970.0,87.8,38.0,0.0,2.58
2022-03-22,Saldanha Bay,3,2546.0,1970.0,41.8,23.0,0.13,2.37
2022-03-22,Taboneo,3,2546.0,1970.0,139.6,9.7,0.0,16.24
2022-03-22,Kamsar,3,2546.0,1970.0,155.9,9.7,0.0,16.18
2022-03-22,Vancouver,3,2546.0,1970.0,294.2,9.1,0.07,16.58
2022-03-22,Zhangjiagang,3,2546.0,1970.0,98.9,18.7,0.33,4.73
2022-03-22,Nantong,3,2546.0,1970.0,153.5,15.5,0.3,5.52
2022-03-22,Nanjing,3,2546.0,1970.0,183.7,6.9,0.37,6.41
2022-03-22,Jiangyin,3,2546.0,1970.0,139.9,9.8,0.33,6.74
2022-03-22,Caofeidian,3,2546.0,1970.0,7.3,18.6,0.3,1.86
2022-03-22,Tianjin,3,2546.0,1970.0,0.8,17.3,0.27,2.01
2022-03-22,Jingtang,3,2546.0,1970.0,71.6,23.0,0.3,5.94
2022-03-22,Qinhuangdao,3,2546.0,1970.0,17.1,13.7,0.3,1.57
2022-03-22,Dalian,3,2546.0,1970.0,160.9,19.2,0.27,2.42
2022-03-22,Yingkou,3,2546.0,1970.0,56.8,19.8,0.27,5.26
2022-03-22,Qingdao,3,2546.0,1970.0,31.4,21.0,0.27,2.39
2022-03-22,Rizhao,3,2546.0,1970.0,93.2,28.8,0.27,3.5
2022-03-22,Lianyungang,3,2546.0,1970.0,88.7,17.8,0.27,5.04
2022-03-22,Ningbo,3,2546.0,1970.0,94.8,22.4,0.15,4.61
2022-03-22,Zhoushan,3,2546.0,1970.0,89.2,13.7,0.15,6.86
2022-03-22,Fangcheng,3,2546.0,1970.0,100.9,24.7,0.0,7.38
2022-03-22,Zhanjiang,3,2546.0,1970.0,122.7,17.3,0.09,9.29
2022-03-22,Guangzhou,3,2546.0,1970.0,186.3,17.9,0.0,13.79
2022-03-22,Krishnapatnam,3,2546.0,1970.0,12.6,15.6,0.0,2.66
2022-03-22,Mangalore,3,2546.0,1970.0,389.1,16.8,0.0,16.14
2022-03-22,Gwangyang,3,2546.0,1970.0,1.1,8.1,0.0,1.63
2022-03-22,Teluk Rubiah,3,2546.0,1970.0,17.3,23.8,0.0,1.85
2022-03-23,Ponta da Madeira,3,2575.0,1992.3,163.5,13.6,0.0,16.32
2022-03-23,Tubarao,3,2575.0,1992.3,283.5,8.4,0.0,16.39
2022-03-23,Itaguai,3,2575.0,1992.3,307.0,6.7,0.0,16.26
2022-03-23,Port Hedland,3,2575.0,1992.3,75.3,37.6,0.0,3.02
2022-03-23,Dampier,3,2575.0,1992.3,84.7,15.4,0.0,2.56
2022-03-23,Saldanha Bay,3,2575.0,1992.3,57.6,21.9,0.13,2.54
2022-03-23,Taboneo,3,2575.0,1992.3,620.8,20.5,0.0,16.21
2022-03-23,Kamsar,3,2575.0,1992.3,362.7,17.3,0.0,16.02
2022-03-23,Vancouver,3,2575.0,1992.3,248.2,16.3,0.07,16.83
2022-03-23,Zhangjiagang,3,2575.0,1992.3,103.6,19.1,0.33,7.13
2022-03-23,Nantong,3,2575.0,1992.3,108.9,13.9,0.3,7.26
2022-03-23,Nanjing,3,2575.0,1992.3,9.7,10.3,0.37,4.94
2022-03-23,Jiangyin,3,2575.0,1992.3,195.0,10.9,0.33,6.07
2022-03-23,Caofeidian,3,2575.0,1992.3,4.9,14.1,0.3,2.06
2022-03-23,Tianjin,3,2575.0,1992.3,47.7,14.6,0.27,2.15
2022-03-23,Jingtang,3,2575.0,1992.3,99.1,12.9,0.3,2.75
